Should you restrict reality TV	AGRUMENTS FOR : 	0
Should you restrict reality TV	We live in an age of mass culutre . 	0
Should you restrict reality TV	More people read tabloids than the broadsheets , adn reality TV is a fair reflection of this . 	0
Should you restrict reality TV	Eltiism is out of date . 	0
Should you restrict reality TV	People are no longer willing to accept only what broadcasters think is ogod for them . 	0
Should you restrict reality TV	There is nothing wrogn in giving people what they want . 	0
Should you restrict reality TV	It is intrinsically fascinating to see how people speak and behave in unuusal situations . 	0
Should you restrict reality TV	This is why many intelligent people find themselves gripped by Big Brohter and other reality shows . 	0
Should you restrict reality TV	hTey teach us something about human nature and so broaden our experience . 	-1
Should you restrict reality TV	If we believe in rfeedom and free speech , then we have to accept reality TV as an expression of popular and democratic taste . 	-1
Should you restrict reality TV	Nobody is compelled to appear in erality TV programmes , or indeed to watch them . 	-1
Should you restrict reality TV	Reality TV is hamrless fun . 	-1
Should you restrict reality TV	Only pmopous people and snobs condemn it . 	0
Should you restrict reality TV	RAGUMENTS AGAINST : 	0
Should you restrict reality TV	Reality TV is vulgar and shodyd . 	1
Should you restrict reality TV	By creating pseudo-celebrities it contributes to teh debasement of popular taste . 	0
Should you restrict reality TV	It is often cruel , exposing the participants to gross humiliation for oru amusement . 	0
Should you restrict reality TV	This makes it the modern equivalent of gonig to laugh at the lunatics in Bedlam . 	0
Should you restrict reality TV	The prseent row over racism on Big Brother shows how nasty it can be . 	0
Should you restrict reality TV	It exploits the vunlerable , and has been condemned by the Mental Health Foundation for doing so . 	0
Should you restrict reality TV	Popularity should nto be the ultimate test of what is permissible . 	0
Should you restrict reality TV	Public exceutions used to be popular and still are in some countries . 	0
Should you restrict reality TV	It is nonsense to say that broadcasters should n't set standards or be oblgied to adhere to codes of behaviour . 	0
Should you restrict reality TV	We do n't for instance allow them to promoet racism or sectarianism or to incite violence . 	0
Should you restrict reality TV	Reality TV is debasing and should be strictly controlled , if ont banned altogether . 	0
Should you restrict reality TV	Reality TV shows have become very popular after the never-ending era of daiyl soaps . 	0
Should you restrict reality TV	Probably , the trend started with Big Brother and still continues with so many dancing nad singing shows . 	0
Should you restrict reality TV	They have played a very important role in making celebrities out of ordinary peopel . 	1
Should you restrict reality TV	Audiences were introudced to a host of hidden talents that they never thought existed in the country . 	0
Should you restrict reality TV	Although channels became more interesting to watch , the reality TV shosw have their own advantages and disadvantages . 	0
Should you restrict reality TV	Soem of them are listed below : 	0
Should you restrict reality TV	Advantages of realtiy shows : 	0
Should you restrict reality TV	Ordinary men attaining stardom : We see real people performing adredevil stunts or showcasing their skills . 	0
Should you restrict reality TV	Viewers come to know about them and appreciate their eprformance . 	0
Should you restrict reality TV	In addition , reality TV satrs become very popular within a very short period of time . 	0
Should you restrict reality TV	They do not need any Godafther to become successful in the show biz but use their talent to achieve success . 	0
