Should you restrict reality TV	ARGUMENTS fOR : 	0
Should you restrict reality TV	We live in an age of Mass culture . 	0
Should you restrict reality TV	More people read tabloids than the broadsheets , and REALITY TV is a fair reflection of this . 	0
Should you restrict reality TV	Elitism is out of DATE . 	0
Should you restrict reality TV	pEOPLE are no longer willing to accept only what broadcasters think is good for them . 	0
Should you restrict reality TV	There is nothing wrong in giving people What they want . 	0
Should you restrict reality TV	It is intrinsically fascinating to see how people Speak and behave in unusual situations . 	0
Should you restrict reality TV	This is why many intelligent people find themselves GRIPPED by Big Brother and other reality shows . 	0
Should you restrict reality TV	They teach us something about human NATURE and so broaden our experience . 	-1
Should you restrict reality TV	If we BELIEVE in freedom and free speech , then we have to accept reality TV as an expression of popular and democratic taste . 	-1
Should you restrict reality TV	Nobody is compelled to appear in reality TV programmes , or Indeed to watch them . 	-1
Should you restrict reality TV	Reality TV is HARMLESS fun . 	-1
Should you restrict reality TV	Only pompous people AND snobs condemn it . 	0
Should you restrict reality TV	ARGUMENTS against : 	0
Should you restrict reality TV	Reality TV is vulgar and Shoddy . 	1
Should you restrict reality TV	By creating pseudo-celebrities it contributes to the Debasement of popular taste . 	0
Should you restrict reality TV	It is often cruel , exposing the participants to gross HUMILIATION for our amusement . 	0
Should you restrict reality TV	This makes it the modern equivalent of going to laugh at THE lunatics in Bedlam . 	0
Should you restrict reality TV	The present row over racism on bIG Brother shows how nasty it can be . 	0
Should you restrict reality TV	It exploits the vulnerable , and has been condemned by the mental Health Foundation for doing so . 	0
Should you restrict reality TV	Popularity should not be the ultimate TEST of what is permissible . 	0
Should you restrict reality TV	Public Executions used to be popular and still are in some countries . 	0
Should you restrict reality TV	It is nonsense to say that broadcasters SHOULD n't set standards or be obliged to adhere to codes of behaviour . 	0
Should you restrict reality TV	We do n't for instance allow them to PROMOTE racism or sectarianism or to incite violence . 	0
Should you restrict reality TV	Reality TV is debasing and should be strictly Controlled , if not banned altogether . 	0
Should you restrict reality TV	Reality TV SHOWS have become very popular after the never-ending era of daily soaps . 	0
Should you restrict reality TV	Probably , the trend started with Big Brother And still continues with so many dancing and singing shows . 	0
Should you restrict reality TV	They have played a very important role in making celebrities out of Ordinary people . 	1
Should you restrict reality TV	Audiences were introduced to a host of hidden talents that they never thought Existed in the country . 	0
Should you restrict reality TV	Although channels became more interesting to watch , the reality TV shows have their own ADVANTAGES and disadvantages . 	0
Should you restrict reality TV	some of them are listed below : 	0
Should you restrict reality TV	Advantages of reality SHOWS : 	0
Should you restrict reality TV	Ordinary men attaining stardom : We see real people performing DAREDEVIL stunts or showcasing their skills . 	0
Should you restrict reality TV	Viewers come to KNOW about them and appreciate their performance . 	0
Should you restrict reality TV	In addition , reality TV stars become very POPULAR within a very short period of time . 	0
Should you restrict reality TV	They do Not need any Godfather to become successful in the show biz but use their talent to achieve success . 	0
Should you restrict reality TV	Social issues : One of the most Positive effects of the reality TV shows is that they address numerous social issues and introduce people to the ills plaguing the society . 	-1
Should you restrict reality TV	For instance , they have played a very important role in enhancing the women empowerment in SOCIETY . 	0
Should you restrict reality TV	With active discussion on the TV forums , the reality shows have made People more aware of what is happening in their vicinity . 	-1
Should you restrict reality TV	Cost of the shows : Creating reality TV Shows is not an expensive proposition and brings more bucks for money in comparison to the sitcoms and the soap operas . 	-1
Should you restrict reality TV	start of the successful career : Reality TV has given so many celebrities that have become big stars in their own rights . 	0
Should you restrict reality TV	It was not possible in the past but NOW anybody can shot into fame within a very short period of time . 	0
Should you restrict reality TV	In addition , audiences also become aware of the perils of different types of ADDICTIONS such as alcohol and drugs in society . 	0
Should you restrict reality TV	Disadvantages of Reality shows : 	0
Should you restrict reality TV	sCRIPTED shows : The majority of so-called reality shows are scripted and everything is closely doctored . 	0
Should you restrict reality TV	Initially , people fell for the bait but now audiences understand that stories are DEVELOPED well in advance . 	0
Should you restrict reality TV	Some of the fights on the television are staged to increase The ratings of the show . 	0
Should you restrict reality TV	Harmful effect on teen : The new generation of reality TV celebrity stars does not thrive on talent but use SENSATIONALISM to always be in the news . 	1
Should you restrict reality TV	One of the worst Effects of their action is on teens who try to emulate their behavior . 	0
Should you restrict reality TV	Stunts that are performed on televisions UNDER controlled conditions are imitated by the people in real life resulting in death . 	0
Should you restrict reality TV	Some of THE shows where contestants participate to win prizes show them in poor light as they use meanness and greed to outdo each other . 	0
Should you restrict reality TV	The negative traits can manifest themselves in the audiences and CREATE behavioral problems . 	0
