Should you restrict reality TV	We live in an egra of mass culture . 	0
Should you restrict reality TV	More people rekad tabloids than big leaves , and reality TV is the reflection . 	0
Should you restrict reality TV	Elitism is out of dbate . 	0
Should you restrict reality TV	Pfeople are no longer willing to accept only what broadcasters think is good for them . 	0
Should you restrict reality TV	There 's nothing wrong with giving people what thiey want . 	0
Should you restrict reality TV	It is inherently fascinating to see how people speak avnd behave in unusual situations . 	0
Should you restrict reality TV	That 's why many intelligent people find themselves caught up in Big Brother and other reality shorws . 	0
Should you restrict reality TV	They tekach us something about human nature and broaden our experience . 	-1
Should you restrict reality TV	If we believe in freedom and freedom of expression , then we mzust accept reality TV as an expression of popular and democratic taste . 	-1
Should you restrict reality TV	No one is obliged to appear in reaulity shows , or even watch them . 	-1
Should you restrict reality TV	Reavlity TV is a harmless pleasure . 	-1
Should you restrict reality TV	Only the pompgous people and the snobs condemn him . 	0
Should you restrict reality TV	ARGUcMENTS AGAINST : 	0
Should you restrict reality TV	Reality TV is vulgdar and shoddy . 	1
Should you restrict reality TV	By crzeating pseudo-celebricities , it contributes to the uprooting of popular taste . 	0
Should you restrict reality TV	It is often cruel , exposing participants to gross humibliation for our amusement . 	0
Should you restrict reality TV	This makes it the modern emquivalent of going to laugh at Bedlam 's lunatics . 	0
Should you restrict reality TV	Tmhe current row on racism on Big Brother shows how unpleasant it can be . 	0
Should you restrict reality TV	It exploits vulnerable people and has been condemned by txhe Foundation for Mental Health . 	0
Should you restrict reality TV	Popularity should not be tshe ultimate test of what is admissible . 	0
Should you restrict reality TV	Formerly , public executaions were popular and still taking place in some countries . 	0
Should you restrict reality TV	It is absurd to say that broadczasters should not set standards or be required to comply with codes of conduct . 	0
Should you restrict reality TV	We do not allow them , for example , to priomote racism or sectarianism or to incite violence . 	0
Should you restrict reality TV	Reality TV is devalorizing and should be strictly ctontrolled , if not totally prohibited . 	0
Should you restrict reality TV	Reality TV programs became very popular after the endless edra of daily soaps . 	0
Should you restrict reality TV	Probably , tjhe trend started with Big Brother and continues with so many dance and singing shows . 	0
Should you restrict reality TV	They played a very imporntant role in making celebrities ordinary people . 	1
Should you restrict reality TV	The lbisteners were introduced to a host of hidden talents that they never thought existed in the country . 	0
Should you restrict reality TV	Although the channels have become more interestieng to watch , reality shows have their own advantages and disadvantages . 	0
Should you restrict reality TV	Socme of them are listed below : 	0
Should you restrict reality TV	The advantagres of reality show : 	0
Should you restrict reality TV	Ordinary moen reach fame : We see real people doing oostdevil stunts or showing their skills . 	0
Should you restrict reality TV	Viewers come to know them awnd appreciate their performance . 	0
Should you restrict reality TV	In addition , reality TV stars become viery popular in a very short period of time . 	0
Should you restrict reality TV	They do nv't need a sponsor to succeed in the show biz , but use their talent to succeed . 	0
